-10,-3,-1
-10,-3,0
-10,-3,1
-10,-2,-2
-10,-2,-1
-10,-2,0
-10,-2,1
-10,-2,2
-10,-1,-3
-10,-1,-2
-10,-1,-1
-10,-1,0
-10,-1,1
-10,-1,2
-10,-1,3
-10,0,-2
-10,0,-1
-10,0,0
-10,0,1
-10,0,2
-10,0,3
-10,1,-3
-10,1,-2
-10,1,-1
-10,1,0
-10,1,1
-10,1,2
-10,1,3
-10,2,-2
-10,2,-1
-10,2,0
-10,2,1
-10,2,2
-10,3,-1
-10,3,0
-10,3,1
-9,-5,-2
-9,-5,-1
-9,-5,0
-9,-5,1
-9,-5,2
-9,-4,-3
-9,-4,-2
-9,-4,-1
-9,-4,0
-9,-4,1
-9,-4,2
-9,-4,3
-9,-4,4
-9,-3,-4
-9,-3,-3
-9,-3,-2
-9,-3,-1
-9,-3,1
-9,-3,2
-9,-3,3
-9,-3,4
-9,-2,-5
-9,-2,-4
-9,-2,-3
-9,-2,-2
-9,-2,2
-9,-2,3
-9,-2,4
-9,-2,5
-9,-1,-5
-9,-1,-4
-9,-1,-3
-9,-1,3
-9,-1,4
-9,-1,5
-9,0,-5
-9,0,-4
-9,0,-3
-9,0,3
-9,0,4
-9,0,5
-9,1,-5
-9,1,-4
-9,1,-3
-9,1,3
-9,1,4
-9,1,5
-9,2,-5
-9,2,-4
-9,2,-3
-9,2,-2
-9,2,2
-9,2,3
-9,2,4
-9,2,5
-9,3,-4
-9,3,-3
-9,3,-2
-9,3,-1
-9,3,1
-9,3,2
-9,3,3
-9,3,4
-9,4,-3
-9,4,-2
-9,4,-1
-9,4,0
-9,4,1
-9,4,2
-9,4,3
-9,4,4
-9,5,-2
-9,5,-1
-9,5,0
-9,5,1
-9,5,2
-8,-6,-3
-8,-6,-2
-8,-6,-1
-8,-6,0
-8,-6,1
-8,-6,2
-8,-6,3
-8,-5,-4
-8,-5,-3
-8,-5,-2
-8,-5,-1
-8,-5,0
-8,-5,1
-8,-5,2
-8,-5,3
-8,-5,4
-8,-4,-5
-8,-4,-4
-8,-4,3
-8,-4,4
-8,-4,5
-8,-3,-6
-8,-3,-5
-8,-3,-4
-8,-3,4
-8,-3,5
-8,-3,6
-8,-2,-6
-8,-2,-5
-8,-2,5
-8,-2,6
-8,-1,-6
-8,-1,-5
-8,-1,5
-8,-1,6
-8,0,-7
-8,0,-6
-8,0,-5
-8,0,6
-8,1,-6
-8,1,-5
-8,1,5
-8,1,6
-8,2,-6
-8,2,-5
-8,2,5
-8,2,6
-8,3,-6
-8,3,-5
-8,3,-4
-8,3,4
-8,3,5
-8,3,6
-8,4,-5
-8,4,-4
-8,4,3
-8,4,4
-8,4,5
-8,5,-4
-8,5,-3
-8,5,-2
-8,5,-1
-8,5,0
-8,5,1
-8,5,2
-8,5,3
-8,5,4
-8,6,-3
-8,6,-2
-8,6,-1
-8,6,0
-8,6,1
-8,6,2
-8,6,3
-7,-7,-4
-7,-7,-3
-7,-7,-2
-7,-7,-1
-7,-7,0
-7,-7,1
-7,-7,2
-7,-7,3
-7,-6,-5
-7,-6,-4
-7,-6,-3
-7,-6,-2
-7,-6,2
-7,-6,3
-7,-6,4
-7,-6,5
-7,-5,-5
-7,-5,-4
-7,-5,4
-7,-5,5
-7,-4,-6
-7,-4,-5
-7,-4,5
-7,-4,6
-7,-4,7
-7,-3,-7
-7,-3,-6
-7,-3,6
-7,-3,7
-7,-2,-7
-7,-2,-6
-7,-2,7
-7,-1,-7
-7,-1,-6
-7,-1,7
-7,0,-7
-7,0,7
-7,1,-7
-7,1,-6
-7,1,7
-7,2,-7
-7,2,-6
-7,2,7
-7,3,-7
-7,3,-6
-7,3,6
-7,3,7
-7,4,-6
-7,4,-5
-7,4,5
-7,4,6
-7,4,7
-7,5,-5
-7,5,-4
-7,5,4
-7,5,5
-7,6,-5
-7,6,-4
-7,6,-3
-7,6,-2
-7,6,2
-7,6,3
-7,6,4
-7,6,5
-7,7,-4
-7,7,-3
-7,7,-2
-7,7,-1
-7,7,0
-7,7,1
-7,7,2
-7,7,3
-6,-8,-3
-6,-8,-2
-6,-8,-1
-6,-8,0
-6,-8,1
-6,-8,2
-6,-8,3
-6,-7,-5
-6,-7,-4
-6,-7,-3
-6,-7,-2
-6,-7,2
-6,-7,3
-6,-7,4
-6,-7,5
-6,-6,-6
-6,-6,-5
-6,-6,-4
-6,-6,4
-6,-6,5
-6,-6,6
-6,-5,-7
-6,-5,-6
-6,-5,6
-6,-5,7
-6,-4,-7
-6,-4,7
-6,-3,-8
-6,-3,-7
-6,-3,7
-6,-3,8
-6,-2,-8
-6,-2,-7
-6,-2,7
-6,-2,8
-6,-1,-8
-6,-1,8
-6,0,-8
-6,0,8
-6,1,-8
-6,1,8
-6,2,-8
-6,2,-7
-6,2,7
-6,2,8
-6,3,-8
-6,3,-7
-6,3,7
-6,3,8
-6,4,-7
-6,4,7
-6,5,-7
-6,5,-6
-6,5,6
-6,5,7
-6,6,-6
-6,6,-5
-6,6,-4
-6,6,4
-6,6,5
-6,6,6
-6,7,-5
-6,7,-4
-6,7,-3
-6,7,-2
-6,7,2
-6,7,3
-6,7,4
-6,7,5
-6,8,-3
-6,8,-2
-6,8,-1
-6,8,0
-6,8,1
-6,8,2
-6,8,3
-5,-9,-2
-5,-9,-1
-5,-9,0
-5,-9,1
-5,-8,-4
-5,-8,-3
-5,-8,-2
-5,-8,-1
-5,-8,0
-5,-8,1
-5,-8,2
-5,-8,3
-5,-8,4
-5,-7,-6
-5,-7,-5
-5,-7,-4
-5,-7,4
-5,-7,5
-5,-7,6
-5,-6,-7
-5,-6,-6
-5,-6,6
-5,-6,7
-5,-5,-7
-5,-5,6
-5,-5,7
-5,-5,8
-5,-4,-8
-5,-4,-7
-5,-4,7
-5,-4,8
-5,-3,-8
-5,-3,8
-5,-2,-8
-5,-2,8
-5,-1,-9
-5,-1,-8
-5,-1,8
-5,-1,9
-5,0,-9
-5,0,8
-5,0,9
-5,1,-9
-5,1,-8
-5,1,8
-5,1,9
-5,2,-8
-5,2,8
-5,3,-8
-5,3,8
-5,4,-8
-5,4,-7
-5,4,7
-5,4,8
-5,5,-7
-5,5,6
-5,5,7
-5,5,8
-5,6,-7
-5,6,-6
-5,6,6
-5,6,7
-5,7,-6
-5,7,-5
-5,7,-4
-5,7,4
-5,7,5
-5,7,6
-5,8,-4
-5,8,-3
-5,8,-2
-5,8,-1
-5,8,0
-5,8,1
-5,8,2
-5,8,3
-5,8,4
-5,9,-2
-5,9,-1
-5,9,0
-5,9,1
-4,-9,-4
-4,-9,-3
-4,-9,-2
-4,-9,-1
-4,-9,0
-4,-9,1
-4,-9,2
-4,-9,3
-4,-8,-5
-4,-8,-4
-4,-8,-3
-4,-8,3
-4,-8,4
-4,-8,5
-4,-7,-6
-4,-7,-5
-4,-7,6
-4,-6,-7
-4,-6,6
-4,-6,7
-4,-5,-8
-4,-5,-7
-4,-5,7
-4,-5,8
-4,-4,-9
-4,-4,-8
-4,-4,8
-4,-3,-9
-4,-3,-8
-4,-3,9
-4,-2,-9
-4,-2,9
-4,-1,-9
-4,-1,9
-4,0,-9
-4,0,9
-4,1,-9
-4,1,9
-4,2,-9
-4,2,9
-4,3,-9
-4,3,-8
-4,3,9
-4,4,-9
-4,4,-8
-4,4,8
-4,5,-8
-4,5,-7
-4,5,7
-4,5,8
-4,6,-7
-4,6,6
-4,6,7
-4,7,-6
-4,7,-5
-4,7,6
-4,8,-5
-4,8,-4
-4,8,-3
-4,8,3
-4,8,4
-4,8,5
-4,9,-4
-4,9,-3
-4,9,-2
-4,9,-1
-4,9,0
-4,9,1
-4,9,2
-4,9,3
-3,-10,-1
-3,-10,0
-3,-10,1
-3,-9,-4
-3,-9,-3
-3,-9,-2
-3,-9,-1
-3,-9,1
-3,-9,2
-3,-9,3
-3,-9,4
-3,-8,-6
-3,-8,-5
-3,-8,-4
-3,-8,4
-3,-8,5
-3,-8,6
-3,-7,-7
-3,-7,-6
-3,-7,6
-3,-7,7
-3,-6,-8
-3,-6,-7
-3,-6,7
-3,-6,8
-3,-5,-8
-3,-5,8
-3,-4,-9
-3,-4,-8
-3,-4,8
-3,-4,9
-3,-3,-9
-3,-3,9
-3,-2,-9
-3,-2,9
-3,-1,-10
-3,-1,-9
-3,-1,9
-3,-1,10
-3,0,-10
-3,0,-9
-3,0,9
-3,0,10
-3,1,-10
-3,1,-9
-3,1,9
-3,1,10
-3,2,-9
-3,2,9
-3,3,-9
-3,3,9
-3,4,-9
-3,4,-8
-3,4,8
-3,4,9
-3,5,-8
-3,5,8
-3,6,-8
-3,6,-7
-3,6,7
-3,6,8
-3,7,-7
-3,7,-6
-3,7,6
-3,7,7
-3,8,-6
-3,8,-5
-3,8,-4
-3,8,4
-3,8,5
-3,8,6
-3,9,-4
-3,9,-3
-3,9,-2
-3,9,-1
-3,9,1
-3,9,2
-3,9,3
-3,9,4
-3,10,-1
-3,10,0
-3,10,1
-2,-10,-3
-2,-10,-2
-2,-10,-1
-2,-10,0
-2,-10,1
-2,-10,2
-2,-9,-5
-2,-9,-4
-2,-9,-3
-2,-9,-2
-2,-9,2
-2,-9,3
-2,-9,4
-2,-9,5
-2,-8,-6
-2,-8,-5
-2,-8,5
-2,-8,6
-2,-7,-7
-2,-7,6
-2,-7,7
-2,-6,-8
-2,-6,7
-2,-6,8
-2,-5,-9
-2,-5,-8
-2,-5,8
-2,-5,9
-2,-4,-9
-2,-4,9
-2,-3,-9
-2,-3,9
-2,-2,-10
-2,-2,9
-2,-2,10
-2,-1,-10
-2,-1,10
-2,0,-10
-2,0,10
-2,1,-10
-2,1,10
-2,2,-10
-2,2,9
-2,2,10
-2,3,-9
-2,3,9
-2,4,-9
-2,4,9
-2,5,-9
-2,5,-8
-2,5,8
-2,5,9
-2,6,-8
-2,6,7
-2,6,8
-2,7,-7
-2,7,6
-2,7,7
-2,8,-6
-2,8,-5
-2,8,5
-2,8,6
-2,9,-5
-2,9,-4
-2,9,-3
-2,9,-2
-2,9,2
-2,9,3
-2,9,4
-2,9,5
-2,10,-3
-2,10,-2
-2,10,-1
-2,10,0
-2,10,1
-2,10,2
-1,-10,-3
-1,-10,-2
-1,-10,-1
-1,-10,0
-1,-10,1
-1,-10,2
-1,-10,3
-1,-9,-5
-1,-9,-4
-1,-9,-3
-1,-9,3
-1,-9,4
-1,-9,5
-1,-8,-6
-1,-8,-5
-1,-8,5
-1,-8,6
-1,-7,-8
-1,-7,-7
-1,-7,7
-1,-6,-8
-1,-6,8
-1,-5,-9
-1,-5,-8
-1,-5,9
-1,-4,-9
-1,-4,9
-1,-3,-9
-1,-3,9
-1,-3,10
-1,-2,-10
-1,-2,10
-1,-1,-10
-1,-1,10
-1,0,-10
-1,0,10
-1,1,-10
-1,1,10
-1,2,-10
-1,2,10
-1,3,-9
-1,3,9
-1,3,10
-1,4,-9
-1,4,9
-1,5,-9
-1,5,-8
-1,5,9
-1,6,-8
-1,6,8
-1,7,-8
-1,7,-7
-1,7,7
-1,8,-6
-1,8,-5
-1,8,5
-1,8,6
-1,9,-5
-1,9,-4
-1,9,-3
-1,9,3
-1,9,4
-1,9,5
-1,10,-3
-1,10,-2
-1,10,-1
